,state,random,RNNTestcov,Stellarbscov,Stellarbtcov,testRNNsc,testRNNsc_cam,nc_ctm,nc_cam
22,0.44222222222222224,0.2088888888888889,0.2588888888888889,0.1388888888888889,0.15444444444444444,0.20555555555555555,0.20555555555555555,0.19777777777777777,0.21888888888888888
23,0.4533333333333333,0.25666666666666665,0.2733333333333333,0.15,0.16777777777777778,0.21888888888888888,0.2311111111111111,0.2088888888888889,0.1922222222222222
24,0.4666666666666667,0.23222222222222222,0.28444444444444444,0.15666666666666668,0.17222222222222222,0.22444444444444445,0.25333333333333335,0.2222222222222222,0.24
25,0.48,0.23666666666666666,0.29777777777777775,0.16444444444444445,0.1811111111111111,0.23555555555555555,0.24666666666666667,0.23222222222222222,0.2511111111111111
26,0.4866666666666667,0.2477777777777778,0.3055555555555556,0.17777777777777778,0.19111111111111112,0.24666666666666667,0.2544444444444444,0.24,0.26
27,0.49777777777777776,0.27666666666666667,0.3111111111111111,0.18333333333333332,0.19777777777777777,0.25555555555555554,0.27555555555555555,0.2511111111111111,0.2688888888888889
28,0.5077777777777778,0.27444444444444444,0.32,0.19111111111111112,0.20777777777777778,0.2633333333333333,0.2788888888888889,0.26,0.27111111111111114
29,0.5155555555555555,0.29888888888888887,0.33,0.1988888888888889,0.21666666666666667,0.2788888888888889,0.2922222222222222,0.28,0.29333333333333333
30,0.5244444444444445,0.29555555555555557,0.3433333333333333,0.20555555555555555,0.2288888888888889,0.2877777777777778,0.29333333333333333,0.2922222222222222,0.29
31,0.5377777777777778,0.31666666666666665,0.3511111111111111,0.21444444444444444,0.2411111111111111,0.3,0.3111111111111111,0.30444444444444446,0.3244444444444444
32,0.5444444444444444,0.32666666666666666,0.3655555555555556,0.21777777777777776,0.25,0.3055555555555556,0.3,0.31666666666666665,0.32
33,0.5588888888888889,0.34,0.37444444444444447,0.22666666666666666,0.25666666666666665,0.3111111111111111,0.33666666666666667,0.3244444444444444,0.3433333333333333
34,0.5666666666666667,0.3655555555555556,0.38333333333333336,0.23222222222222222,0.2588888888888889,0.3233333333333333,0.3466666666666667,0.33111111111111113,0.3388888888888889
35,0.5766666666666667,0.3622222222222222,0.39666666666666667,0.24666666666666667,0.2688888888888889,0.3322222222222222,0.36333333333333334,0.34,0.35888888888888887
36,0.5866666666666667,0.36,0.40555555555555556,0.25222222222222224,0.2777777777777778,0.3422222222222222,0.37,0.3488888888888889,0.3688888888888889
37,0.5933333333333334,0.3466666666666667,0.4166666666666667,0.2611111111111111,0.28444444444444444,0.3511111111111111,0.3811111111111111,0.3622222222222222,0.35888888888888887
38,0.6,0.38222222222222224,0.42,0.26666666666666666,0.2877777777777778,0.3622222222222222,0.3977777777777778,0.3655555555555556,0.3488888888888889
39,0.6055555555555555,0.3688888888888889,0.4411111111111111,0.2733333333333333,0.29333333333333333,0.36777777777777776,0.3977777777777778,0.37444444444444447,0.38555555555555554
40,0.6166666666666667,0.37444444444444447,0.44555555555555554,0.2777777777777778,0.3011111111111111,0.38,0.39111111111111113,0.38,0.37222222222222223
